n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
1;L1_Var1;Весы 7.2 ПЧ пуск;DO;КСД №3;Весы 7.2 ПЧ;;3;1;6;36;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
2;L1_Var2;Весы 7.2 ПЧ скорость 1;DO;Пластинчатый питатель №5;Весы 7.2 ПЧ;;3;1;6;36;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
3;L1_Var3;Весы 7.2 ПЧ скорость 2;DO;КСД №3;Весы 7.2 ПЧ;;3;1;6;36;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
4;L1_Var4;Питатель 4.С43 пуск;DO;Конвейер №5а;Питатель 4.С43;;3;1;6;36;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
5;L1_Var5;Питатель 4.С58 пуск;DO;КСД №3;Питатель 4.С58;;3;1;6;36;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
6;L1_Var6;Питатель 4.С71 пуск;DO;КСД №3;Питатель 4.С71;;3;1;6;36;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
7;L1_Var7;Питатель 4.С44 пуск;DO;КСД №3;Питатель 4.С44;;3;1;6;36;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
8;L1_Var8;Питатель 4.С57 пуск;DO;Конвейер №5а;Питатель 4.С57;;3;1;6;36;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
9;L1_Var9;Питатель 4.С70 пуск;DO;Конвейер №5а;Питатель 4.С70;;3;1;6;37;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
10;L1_Var10;Питатель 4.С45 пуск;DO;Пластинчатый питатель №5;Питатель 4.С45;;3;1;6;37;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
11;L1_Var11;Питатель 4.С56 пуск;DO;КМД №3;Питатель 4.С56;;3;1;6;37;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
12;L1_Var12;Питатель 4.С69 пуск;DO;КМД №3;Питатель 4.С69;;3;1;6;37;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
13;L1_Var13;Вибр. 6.С58 пуск;DO;КМД №3;Вибратор 6.С58;;3;1;6;37;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
14;L1_Var14;Вибр. 6.С71 пуск;DO;КМД №3;Вибратор 6.С71;;3;1;6;37;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
15;L1_Var15;Вибр. 6.С70 пуск;DO;КМД №3;Вибратор 6.С70;;3;1;6;37;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
16;L1_Var16;Вибр. 6.С56 пуск;DO;КМД №3;Вибратор 6.С56;;3;1;6;37;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
17;L1_Var17;Вибр. 6.С69 пуск;DO;КМД №3;Вибратор 6.С69;;3;1;6;38;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
18;L1_Var18;Весы 7.3 ПЧ пуск;DO;КМД №3;Весы 7.3 ПЧ;;3;1;6;38;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
19;L1_Var19;Весы 7.3 ПЧ скорость 1;DO;КМД №3;Весы 7.3 ПЧ;;3;1;6;38;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
20;L1_Var20;Весы 7.3 ПЧ скорость 2;DO;КМД №3;Весы 7.3 ПЧ;;3;1;6;38;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
21;L1_Var21;Питатель 4.С40 пуск;DO;КМД №3;Питатель 4.С40;;3;1;6;38;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
22;L1_Var22;Питатель 4.С55 пуск;DO;КМД №3;Питатель 4.С55;;3;1;6;38;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
23;L1_Var23;Питатель 4.С68 пуск;DO;КМД №3;Питатель 4.С68;;3;1;6;38;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
24;L1_Var24;Питатель 4.С41 пуск;DO;КМД №3;Питатель 4.С41;;3;1;6;38;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
25;L1_Var25;Питатель 4.С54 пуск;DO;КМД №3;Питатель 4.С54;;3;1;6;39;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
26;L1_Var26;Питатель 4.С67 пуск;DO;КСД №3;Питатель 4.С67;;3;1;6;39;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
27;L1_Var27;Питатель 4.С42 пуск;DO;КСД №3;Питатель 4.С42;;3;1;6;39;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
28;L1_Var28;Питатель 4.С53 пуск;DO;КСД №3;Питатель 4.С53;;3;1;6;39;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
29;L1_Var29;Питатель 4.С66 пуск;DO;КСД №3;Питатель 4.С66;;3;1;6;39;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
30;L1_Var30;Вибр. 6.С55 пуск;DO;КСД №3;Вибратор 6.С55;;3;1;6;39;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
31;L1_Var31;Вибр. 6.С68 пуск;DO;КСД №3;Вибратор 6.С68;;3;1;6;39;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
32;L1_Var32;Вибр. 6.С67 пуск;DO;Конвейер №5;Вибратор 6.С67;;3;1;6;39;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
33;L1_Var33;Вибр. 6.С53 пуск;DO;Конвейер №5;Вибратор 6.С53;;3;1;6;40;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
34;L1_Var34;Вибр. 6.С66 пуск;DO;Пластинчатый питатель №5;Вибратор 6.С66;;3;1;6;40;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
35;L1_Var35;Конв скребк 2.31 пуск;DO;КМД №3;Конвейер скребковый 2.31;;3;1;6;40;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
36;L1_Var36;Фильтр локальный 23.34 пуск;DO;КМД №3;Фильтр локальный 23.34;;3;1;6;40;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
37;L1_Var37;Фильтр локальный 23.32 пуск;DO;КМД №3;Фильтр локальный 23.32;;3;1;6;40;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
38;L1_Var38;Нория 1.9 пуск ;DO;Конвейер №6;Нория 1.9 ;;3;1;6;40;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
39;L1_Var39;УОВМ-250 18.4 Пуск;DO;Грохот №5;УОВМ-250 18.4;;9;1;6;1;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
40;L1_Var40;УОВМ-250 18.4 Продув;DO;Конвейер №5а;УОВМ-250 18.4 Продувка;;9;1;6;1;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
41;L1_Var41;Вентилятор 20.4 пуск ;DO;ПСУ;Вентилятор 20.4 ;;9;1;6;1;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
42;L1_Var42;Затвор шлюзовой 22.4 пуск;DO;Конвейер №5;Затвор шлюзовой 22.4;;9;1;6;1;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
43;L1_Var43;Открыть заслонку 20.4.1;DO;Пластинчатый питатель №5;Заслонка 20.4.1;;9;1;6;1;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
44;L1_Var44;Закрыть заслонку 20.4.1;DO;Конвейер №5;Заслонка 20.4.1;;9;1;6;1;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
45;L1_Var45;Затвор 9.126 Открыть;DO;Конвейер №5а;Затвор 9.126;;9;1;6;1;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
46;L1_Var46;Затвор 9.127 Открыть;DO;КСД №3;Затвор 9.127;;9;1;6;1;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
47;L1_Var47;Затвор 9.128 Открыть;DO;КСД №3;Затвор 9.128;;9;1;6;2;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
48;L1_Var48;Затвор 9.129 Открыть;DO;КСД №3;Затвор 9.129;;9;1;6;2;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
49;L1_Var49;Затвор 9.130 Открыть;DO;Конвейер №5;Затвор 9.130;;9;1;6;2;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
50;L1_Var50;ДВУ Ёмкости 19.1 Сработал;DO;Конвейер №5;Емкость 19.1;;9;1;6;2;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
51;L1_Var51;ДНУ Ёмкости 19.1 Сработал;DO;Конвейер №5;Емкость 19.1;;9;1;6;2;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
52;L1_Var52;Дробилка 16.3 Сброс ошибки;DO;Конвейер №5;Дробилка 16.3 ;;9;1;6;2;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
53;L1_Var53;Дробилка 16.3 Разрешить работу питателя;DO;Конвейер №5;Дробилка 16.3 Дозатор;;9;1;6;3;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
54;L1_Var54;Дробилка 16.3 Разрешить работу двигателя;DO;Пластинчатый питатель №5;Дробилка 16.3 ;;9;1;6;3;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
55;L1_Var55;Дробилка 16.3 Пуск;DO;Пластинчатый питатель №5;Дробилка 16.3 ;;9;1;6;3;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
56;L1_Var56;Дробилка 16.3 Стоп;DO;Пластинчатый питатель №5;Дробилка 16.3 ;;9;1;6;3;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
57;L1_Var57;Вентилятор 20.4 работает;DO;Конвейер №5;Вентилятор 20.4;;9;1;6;3;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
58;L1_Var58;Клапан 20.4.1 Открыт (в ПЛК Дробилки 16.3);DO;Конвейер №5;Заслонка 20.4.1;;9;1;6;3;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
59;L1_Var59;Клапан 20.4.1 Закрыт (в ПЛК Дробилки 16.3);DO;Конвейер №5;Заслонка 20.4.1;;9;1;6;3;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
60;L1_Var60;ШЗ 22.4 работает (в ПЛК Дробилки 16.3);DO;Конвейер №5;Затвор шлюзовой 22.4;;9;1;6;3;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
61;L1_Var61;Дробилка 16.3 Тип продукта 1;DO;Конвейер №5;Дробилка 16.3 ;;9;1;6;4;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
62;L1_Var62;Дробилка 16.3 Тип продукта 2;DO;Конвейер №5;Дробилка 16.3 ;;9;1;6;4;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
63;L1_Var63;Дробилка 16.3 выбрать направление вращения двигателя;DO;Конвейер №5;Дробилка 16.3 ;;9;1;6;4;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
64;L1_Var64;Дробилка 16.3 очистить магнит;DO;Конвейер №5;Дробилка 16.3 Очистка магнита;;9;1;6;4;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
65;L1_Var65;Затвор 25.5.1 Открыть;DO;Конвейер №5;Затвор 25.5.1;;9;1;6;4;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
66;L1_Var66;Смеситель 17.1 Пуск;DO;Грохот №5;Смеситель 17.1;;10;1;6;31;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
67;L1_Var67;Смеситель 17.1 Стоп;DO;Грохот №5;Смеситель 17.1;;10;1;6;31;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
68;L1_Var68;Смеситель 17.1 Разблокировать створки;DO;Грохот №5;Смеситель 17.1 Фиксатор створок;;10;1;6;32;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
69;L1_Var69;Смеситель 17.1 Заблокировать створки;DO;Грохот №5;Смеситель 17.1 Фиксатор створок;;10;1;6;32;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
70;L1_Var70;Смеситель 17.1 Открыть левую створку;DO;Грохот №6;Смеситель 17.1 Створка левая;;10;1;6;32;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
71;L1_Var71;Смеситель 17.1 Закрыть левую створку;DO;Грохот №6;Смеситель 17.1 Створка левая;;10;1;6;32;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
72;L1_Var72;Смеситель 17.1 Открыть правую створку;DO;Грохот №6;Смеситель 17.1 Створка правая;;10;1;6;32;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
73;L1_Var73;Смеситель 17.1 Закрыть правую створку;DO;Грохот №6;Смеситель 17.1 Створка правая;;10;1;6;32;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
74;L1_Var74;Смеситель 17.1 Пуск пневмомолоток;DO;Грохот №6;Смеситель 17.1 Пневмомолоток;;10;1;6;32;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
75;L1_Var75;Открыть заслонку весов 7.2;DO;Грохот №6;Заслонка весов 7.2;;4;1;6;49;22;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
76;L1_Var76;Открыть задвижку 9.94;DO;КСД №3;Задвижка 9.94;;4;1;6;49;23;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
77;L1_Var77;Закрыть задвижку 9.94;DO;КСД №3;Задвижка 9.94;;4;1;6;49;24;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
78;L1_Var78;Открыть заслонку весов 7.3;DO;КСД №3;Заслонка весов 7.3;;4;1;6;49;25;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
79;L1_Var79;Открыть задвижку 9.95;DO;КСД №3;Задвижка 9.95;;4;1;6;49;26;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
80;L1_Var80;Закрыть задвижку 9.95;DO;КСД №3;Задвижка 9.95;;4;1;6;49;27;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
81;L1_Var81;Весы 7.7 ПЧ пуск;DO;КСД №3;Весы 7.7 ПЧ;;5;1;6;14;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
82;L1_Var82;Весы 7.7 ПЧ скорость 1;DO;КСД №3;Весы 7.7 ПЧ;;5;1;6;14;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
83;L1_Var83;Весы 7.7 ПЧ скорость 2;DO;КСД №3;Весы 7.7 ПЧ;;5;1;6;14;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
84;L1_Var84;Пуск предупредительная сигнализация линии дозирования 1;DO;КСД №3;Линия 1;;5;1;6;14;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
85;L1_Var85;Пуск аварийная сигнализация линии дозирования 1;DO;КСД №3;Линия 1;;5;1;6;14;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
86;L1_Var86;Питатель 4.37 бункера 37 пуск;DO;КСД №3;Питатель 4.37;;5;1;6;14;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
87;L1_Var87;Питатель 4.38 бункера 38 пуск;DO;КСД №3;Питатель 4.38;;5;1;6;14;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
88;L1_Var88;Питатель 4.39 бункера 39 пуск;DO;КСД №3;Питатель 4.39;;5;1;6;14;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
89;L1_Var89;Питатель 4.40 бункера 40 пуск;DO;КСД №3;Питатель 4.40;;5;1;6;15;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
90;L1_Var90;Питатель 4.41 бункера 41 пуск;DO;КСД №3;Питатель 4.41;;5;1;6;15;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
91;L1_Var91;Питатель 4.42 бункера 42 пуск;DO;КСД №3;Питатель 4.42;;5;1;6;15;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
92;L1_Var92;Питатель 4.43 бункера 43 пуск;DO;КСД №3;Питатель 4.43;;5;1;6;15;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
93;L1_Var93;Питатель 4.44 бункера 44 пуск;DO;КСД №3;Питатель 4.44;;5;1;6;15;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
94;L1_Var94;Питатель 4.45 бункера 45 пуск;DO;КСД №3;Питатель 4.45;;5;1;6;15;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
95;L1_Var95;Вибр. 6.37 бункера 37 пуск;DO;КСД №3;Вибратор 6.37;;5;1;6;15;7;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
96;L1_Var96;Вибр. 6.38 бункера 38 пуск;DO;КСД №3;Вибратор 6.38;;5;1;6;15;8;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
97;L1_Var97;Вибр. 6.39 бункера 39 пуск;DO;КСД №3;Вибратор 6.39;;5;1;6;16;1;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
98;L1_Var98;Вибр. 6.40 бункера 40 пуск;DO;КСД №3;Вибратор 6.40;;5;1;6;16;2;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
99;L1_Var99;Вибр. 6.41 бункера 41 пуск;DO;КСД №3;Вибратор 6.41;;5;1;6;16;3;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
100;L1_Var100;Вибр. 6.42 бункера 42 пуск;DO;Грохот №6;Вибратор 6.42;;5;1;6;16;4;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
101;L1_Var101;Вибр. 6.43 бункера 43 пуск;DO;КМД №3;Вибратор 6.43;;5;1;6;16;5;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
102;L1_Var102;Вибр. 6.44 бункера 44 пуск;DO;Конвейер №5а;Вибратор 6.44;;5;1;6;16;6;0;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
